model_uuid,conv_cnt,linear_cnt,relu_cnt,lrelu_cnt,avg_pooling_cnt,max_pooling_cnt,out_features,linear_input_features,conv_kernel_size_2,conv_kernel_size_3,time
2158a488-de80-46ef-8eb8-426197ba9f29,5,2,2,3,0,3,102,3456,5,5,0.0030003070831298
5c65d129-30cd-49b7-af85-903e99e61f36,3,1,3,0,0,2,291,86400,3,3,0.0085997104644775
d46e7ab1-5680-4a7b-85b9-04b7e3f9a1a0,7,3,4,3,1,2,60,18816,7,7,0.0195996284484863
8602c721-15c7-40fb-89c7-817a44e1bd83,8,1,3,5,2,1,255,768,8,8,0.0027998924255371
74ec0a3a-f76b-4553-98ad-8665aa6a862f,8,3,8,0,2,1,21,12288,8,8,0.0057994842529296
79a705f9-698e-46fa-93ba-21d93e8f98dd,6,1,5,1,2,1,126,12288,6,6,0.0058011054992675
0f03b8d2-f739-46da-bd02-74ef04784050,7,3,5,2,0,3,33,6144,7,7,0.004800271987915
f8b0e22a-5306-4c84-b8c2-921b3651f2c2,2,1,1,1,1,1,50,11532,2,2,0.0017998695373535
9d748c3f-1444-4a32-8f30-9165dcbce188,4,2,4,0,0,2,34,2352,4,4,0.0014001369476318
82e90c00-c10a-460b-af07-e94242ff55cc,3,1,3,0,2,0,112,26136,3,3,0.0034001350402832
65d47fe6-b130-456e-9403-9518fbbe47d8,4,3,0,4,0,2,15,49152,4,4,0.0042368412017822
7b6d5388-9122-4e82-bd04-25013259aceb,6,2,3,3,1,1,50,4800,6,6,0.0023999691009521
3fb0b832-4783-46a3-ba5f-88aef73a88f0,4,3,1,3,2,1,14,432,4,4,0.0024000644683837
9e8b8e4d-ef4f-4fe3-8263-ce712bd812d8,6,2,6,0,2,1,98,12288,6,6,0.00280122756958
6fc0832b-8e8a-4a10-902c-a11bb893e5b9,5,1,5,0,2,1,69,864,5,5,0.0017997741699218
5acb28f3-6775-4938-a734-d9336c74ae9f,3,1,3,0,0,2,218,6144,3,3,0.0026003360748291
23ffa9f3-c0b8-4b9c-b29e-bd3f300033de,8,2,6,2,1,2,123,37632,8,8,0.0244003772735595
c77a6493-10d4-421a-8ea1-18ba098e01a3,3,2,2,1,2,0,133,95256,3,3,0.0125996112823486
d2e7407b-f5d1-4d3b-975e-6ccc4ba40cb9,5,3,5,0,2,1,32,345600,5,5,0.0279997825622558
f304b344-2e27-4cb2-9013-184383830d05,5,2,3,2,1,1,66,21600,5,5,0.0054005146026611
b075c80f-8068-4552-a488-8f66c10de7d0,6,1,6,0,0,2,269,15552,6,6,0.0046019077301025
410be2ea-3803-48a1-8966-885a82b33db2,4,3,4,0,1,1,12,3072,4,4,0.0010003089904785
0da3f0a6-7ceb-4ada-8ce6-7ba9fd95ecb1,4,2,2,2,0,3,89,3888,4,4,0.0013999938964843
ddbeec12-652c-40e9-ac8f-5c4cb24db8cb,9,1,6,3,1,2,221,55296,9,9,0.0235998630523681
c296f313-9664-4588-9f65-d795f2dc8892,8,1,5,3,1,2,78,3072,8,8,0.0038000583648681
0829d9fd-19a8-4de6-9dfa-6fe18e7c15d0,4,1,1,3,1,2,54,10800,4,4,0.0034007549285888
ebc544a8-0318-4827-95d7-fb3dcb1dd107,4,1,3,1,2,0,235,10800,4,4,0.0028000831604003
e0a8b001-f7b5-45b5-bb30-ebd7a0cdffa6,5,1,2,3,1,1,187,13824,5,5,0.0040001392364501
7c27406d-277e-407b-85a0-9fcb54d72ca0,5,1,2,3,2,1,178,369024,5,5,0.0389945983886718
731b8573-5cdc-4de4-bfb0-7969a7cfa724,5,1,3,2,0,3,213,1536,5,5,0.0018010139465332
2a65dd7c-7e51-4327-bc28-7565ed9437d7,6,2,4,2,1,2,105,12288,6,6,0.0108012199401855
58d6d6da-e969-4023-9507-f42f0a9b35cd,5,1,3,2,1,1,300,3456,5,5,0.0020001411437988
4de24c47-1605-43a8-a19f-505301213c05,3,1,3,0,1,1,45,369024,3,3,0.0135951995849609
cbfa8875-37d9-4609-abb0-53a73a15215b,8,1,8,0,3,0,262,150528,8,8,0.0289930820465087
f6dece03-a825-4575-b8a2-b76023ed4099,4,3,3,1,2,0,12,10800,4,4,0.0018003463745117
326ba86b-05d4-4337-873d-812b1af8b91e,6,3,2,4,3,0,59,768,6,6,0.0016000270843505
a459c37a-f4af-4b51-92bc-404127c95d52,5,1,2,3,2,0,58,86400,5,5,0.0042020797729492
750876da-2713-47d6-9c2a-28a074cb55fc,3,2,0,3,0,2,50,6144,3,3,0.0023999691009521
739935e1-a8c5-40da-802c-94440527dad6,7,1,6,1,3,0,69,6144,7,7,0.0023998737335205
8e796367-83cd-4c60-92e8-3f91166e1ed9,6,1,1,5,2,1,146,3072,6,6,0.0030001163482666
ac411c23-ce0f-4a2c-adf1-2952101eca62,3,3,0,3,2,0,30,6936,3,3,0.0036000251770019
169b7f64-8603-47fc-a301-d2ee1446f641,8,3,0,8,2,1,38,768,8,8,0.0024026870727539
50f1736a-fed2-4059-8149-7ccb7be4294b,4,3,2,2,1,1,59,46128,4,4,0.0136004924774169
abcc530f-4d31-413e-bc94-0a210bd82e95,5,1,2,3,2,1,48,864,5,5,0.00180025100708
7f949468-ec8c-47d8-8471-85fccdda902d,6,3,2,4,0,3,24,6912,6,6,0.0054001331329345
bbcd1ae5-cb0e-448a-9868-440740b70e08,4,2,1,3,1,2,41,3072,4,4,0.0020000457763671
d14cba76-8155-4f9a-a436-ad0df819898b,6,1,4,2,1,2,34,12288,6,6,0.0080001354217529
6d81bcc0-3263-4e96-93b8-607fedd5fc0b,2,1,1,1,1,1,184,12288,2,2,0.0042057514190673
dd94b9bf-e4d2-474d-8623-71cf5df21404,5,1,2,3,2,0,83,104544,5,5,0.0103998184204101
b2122842-8287-41f0-b8fe-c5c95411dc29,2,3,0,2,2,0,23,43200,2,2,0.0059996128082275
49b68d05-6d23-4685-ba24-cb6b57b55650,4,2,0,4,0,2,116,10800,4,4,0.007200002670288
378449b3-ab34-45b0-a09f-8e9d27f2de40,5,1,5,0,0,2,37,381024,5,5,0.0343655586242675
65ad3d4b-5aa2-482f-a3ad-af49b9c69b52,3,2,0,3,1,1,68,5400,3,3,0.0016007900238037
2fce7e21-fa3a-4584-abad-97a4db1ecc9a,6,1,6,0,2,1,132,43200,6,6,0.0114012241363525
8953c1e8-bb40-45f4-9886-7be68db2819b,4,2,4,0,1,1,48,46128,4,4,0.0036000728607177
00a32bea-8c2a-45a0-b437-7310a9da1644,5,3,4,1,3,0,27,27744,5,5,0.0047999858856201
6c1f8bff-cc80-40b1-8774-f2c72b9db524,2,2,1,1,1,1,148,10800,2,2,0.0024003505706787
9ceccede-53b6-4760-a2a2-b15177972696,5,1,3,2,1,1,165,345600,5,5,0.0338023662567138
acbd163b-249d-43c9-950c-64655831cfbf,7,3,7,0,3,0,30,3456,7,7,0.001792573928833
7af14746-1cc8-4a04-a50b-35596e3e51d4,6,1,4,2,1,2,57,12288,6,6,0.0030003547668457
35aaea45-ad7a-43c5-a517-96824b2d7190,4,3,4,0,1,1,64,34992,4,4,0.00480318069458
972b28ab-374e-4b86-8576-08f8af08828f,7,2,2,5,0,3,137,384,7,7,0.0031993865966796
4363a6b2-46e2-41b6-a836-490a2a1b4956,5,3,4,1,2,1,51,27744,5,5,0.003799819946289
9ec4aed3-4e44-4ac9-91b6-bdd2f504fa57,4,1,1,3,1,1,116,2352,4,4,0.0026001453399658
8b04e7e2-061a-4256-990b-3a3be7b4326f,4,2,4,0,2,1,28,6912,4,4,0.0014002323150634
4cdea629-798e-4685-bef0-8b2eea0edd10,6,3,3,3,2,0,37,32448,6,6,0.0062028408050537
9876e515-e344-4946-9b8f-ee8d64ece150,3,3,0,3,0,2,10,5400,3,3,0.002799367904663
c9fb59e9-f051-421d-9635-83062a14911e,6,3,3,3,2,1,43,1728,6,6,0.0030000209808349
feb04932-dfa0-4385-be20-34f880232b8e,3,1,3,0,2,1,173,92256,3,3,0.0092003345489501
5b331d26-fbf0-4862-b462-9beec6d33533,4,2,0,4,0,2,70,12288,4,4,0.0031923770904541
bdc3baaf-66cf-4728-b5bf-ffc7bf8486e3,4,3,2,2,1,1,49,768,4,4,0.0016000747680664
f1fb10ab-0b47-4423-bd80-abb0ce793b4e,4,2,0,4,1,1,28,49152,4,4,0.0039998531341552
f97b70b2-2151-4174-b5d8-c5de89685ed2,3,3,1,2,0,3,30,1944,3,3,0.0020004749298095
37ef30b6-6c42-45f0-ab04-b77667103711,6,2,3,3,1,2,146,43200,6,6,0.0076005458831787
7b22c003-dda7-46a8-87a0-0e73e513512a,2,2,2,0,0,2,77,2700,2,2,0.0012006759643554
2b2458d0-4c8b-4e6e-af6f-f9a233341e2f,4,2,2,2,1,1,90,774192,4,4,0.0673584461212158
0146965b-1bf0-4103-994e-8e3f75121a65,6,3,2,4,2,1,9,9408,6,6,0.0028014183044433
7de89dc1-46d0-4df5-9db9-d64b984e4cc4,6,1,2,4,1,2,240,768,6,6,0.0027990341186523
063cc2b2-aa75-42a6-914a-33e348b28ed2,7,2,7,0,0,3,38,384,7,7,0.0036002159118652
1260196f-b222-4cb6-b0f4-ddd96b457897,4,2,4,0,2,0,142,8112,4,4,0.0028004169464111
7cb58f44-fe15-446b-8707-a9c59c56233a,5,2,2,3,1,1,84,864,5,5,0.0017999649047851
f40df685-92c7-406e-ada2-1d2c85355422,3,1,0,3,2,0,252,23064,3,3,0.0076000213623046
a5bfb3a6-5440-4e2d-ba4c-40e91e696e7a,4,2,1,3,2,1,146,3072,4,4,0.0020010471343994
3df94d14-6bfa-4880-9432-8ba211b4ffdd,6,3,1,5,1,2,53,768,6,6,0.0044003963470458
43d38cbf-9240-44d0-befd-e93bfd8a9d2e,6,3,3,3,2,1,72,4800,6,6,0.0028005123138427
ef902a2f-340d-4d5b-aeab-2cdf8437570f,5,3,2,3,2,0,11,7776,5,5,0.0023993968963623
003370a7-b6a1-41e5-9991-1e8e271e3d95,6,1,2,4,1,2,132,32448,6,6,0.0083998203277587
ba9a970c-7a24-4e82-a280-356f4182f60e,5,2,3,2,2,1,88,21600,5,5,0.0034014225006103
e9551156-b3f7-455a-8d5d-a1ebec4e0fe7,5,1,3,2,1,2,263,92256,5,5,0.0200001239776611
fa24a43a-8cc1-46f0-a714-eae03c0446d6,4,3,3,1,1,1,56,34992,4,4,0.0054003715515136
830d4dff-7f79-4c27-802e-577e36a02d3a,5,1,0,5,2,0,46,393216,5,5,0.0134001731872558
ce39ed7a-0851-41e1-aba8-9bdd2c6c9777,7,2,2,5,2,1,64,9600,7,7,0.0045877456665039
d9f2d63f-d68d-4636-90dc-d02402dee397,5,1,2,3,1,1,183,96,5,5,0.0016062259674072
f9826e28-3ed4-461b-af04-a7bd45335c6a,3,2,3,0,0,2,110,6144,3,3,0.0011931896209716
7aef0fb9-5a7f-40ad-a518-90f2b684c6d1,4,1,3,1,3,0,278,2352,4,4,0.0014001846313476
0e370c24-753a-4b22-b37b-d09df2123662,4,3,3,1,2,0,23,3072,4,4,0.0026003837585449
a28a7d69-d4e1-443f-891d-940655c46698,6,1,4,2,2,1,211,9408,6,6,0.0049952030181884
d646ad5a-1058-428e-ba50-18cde5aebba7,4,1,4,0,2,1,74,3072,4,4,0.0011993408203125
738bf0ad-9c00-47fc-9d6e-38c17448e01a,8,2,6,2,0,3,51,6912,8,8,0.0093999862670898
56ceabdf-3a4e-47d5-985e-f4a2b4d69a9b,2,3,1,1,1,1,73,12288,2,2,0.002200174331665
e8d9ff7a-530e-4564-b6aa-b33e88d4d324,7,3,3,4,2,1,12,24576,7,7,0.0030001163482666
1421e4ba-ca3c-446a-89cb-33e9219b20ea,3,3,3,0,1,1,18,24576,3,3,0.0022000312805175
54d9a997-ffa9-40cf-b2e6-0da305fb9a10,7,1,0,7,2,1,46,1536,7,7,0.0039999961853027
e30f206f-d041-440f-95df-029c4bd22ae0,7,1,4,3,1,2,100,384,7,7,0.0014002799987792
85ab6fc1-d898-4b69-9f4f-7be9a79bcea4,7,3,3,4,1,2,62,46464,7,7,0.0157995223999023
3d74d2c3-5403-46a2-91e9-8b0be23c264b,6,2,0,6,1,2,94,9408,6,6,0.004400634765625
4320da02-507e-4663-9196-94d394168191,3,2,0,3,0,2,105,89304,3,3,0.0082002639770507
d8f55230-9fef-48bd-976f-b87f32f4fe1e,2,1,1,1,2,0,165,12288,2,2,0.0023979187011718
6686f8e0-62fd-48d6-8510-cf1e95684056,3,2,2,1,1,1,31,21600,3,3,0.0026000499725341
85ea8f9a-dcf0-48a3-86a7-25544fcf5b53,3,3,1,2,1,1,19,86400,3,3,0.0100005149841308
53c0d6a8-3556-4afb-9905-ebaf07131fac,4,3,3,1,2,0,19,3072,4,4,0.0028003215789794
5fcfca66-ad21-4872-b0a4-4d5970a91c12,4,1,3,1,1,2,151,190512,4,4,0.0178001880645751
be2ec6d4-da84-4222-976f-9b8b932d3f61,4,1,2,2,2,0,120,12288,4,4,0.0029999732971191
a52d6064-2c27-4bdb-a64c-814c3129d378,5,3,3,2,1,1,65,384,5,5,0.0019995212554931
81387f23-6da3-4429-a768-ef3c7444771a,4,3,0,4,1,1,43,432,4,4,0.0016000747680664
41e206b7-2704-4a6d-8b3b-87242bfc6845,8,3,3,5,3,0,34,49152,8,8,0.0128002166748046
fd9a3715-39f2-4f11-82cb-c663171bcac3,7,1,4,3,2,1,57,55296,7,7,0.0088004112243652
1782a4df-249d-48eb-9363-1d9ebed68ed4,4,2,2,2,1,2,124,12288,4,4,0.0055998802185058
990a1679-bf42-4c59-9eea-473fcfb6cc12,5,1,5,0,1,1,179,4704,5,5,0.0023997783660888
56a18b49-d604-4581-8ef7-fa22fd7c7d82,6,2,5,1,2,1,130,6912,6,6,0.0045996665954589
48537bcb-10fd-4ae9-ba9a-96e104f1f3f9,7,3,3,4,2,1,56,75264,7,7,0.0321996688842773
653a48e1-3502-437c-a9d0-b369fef5ca44,5,2,0,5,1,2,42,4704,5,5,0.0063997745513916
bf906c95-847a-40e9-aa10-a5587fa03b38,4,3,2,2,1,2,9,768,4,4,0.0017996788024902
9372ce86-8f4a-434e-bb69-e34f88a6cf7f,6,3,3,3,2,1,31,192,6,6,0.0011996746063232
fcb74a88-615f-4a98-bb73-79c9ba96feb1,5,1,5,0,2,0,133,21600,5,5,0.0038004398345947
ceb6d6d7-36e1-4b6b-a9fa-861996ae2734,6,2,3,3,2,0,33,192,6,6,0.0029999256134033
2b68c914-bce5-43ad-9ed7-550259544fc5,5,3,2,3,1,2,7,86400,5,5,0.0054083824157714
92ddadae-9baf-47b5-b4bc-32213ad0f8cc,8,3,6,2,2,1,72,6912,8,8,0.009399938583374
b21e9b47-e951-456f-b19a-1b0d48e5d6ba,5,1,0,5,0,2,218,7776,5,5,0.0028004169464111
6e5b15ab-dc76-4c99-a621-de1185b838a7,6,3,1,5,1,2,33,768,6,6,0.0033999443054199
94760433-da2c-4829-bb72-cdaa4ee4b6ca,5,2,1,4,1,2,89,110976,5,5,0.0130002498626708
b689438f-48b2-4bf9-b3d4-9aeef1fcb151,8,2,0,8,2,1,32,6912,8,8,0.0189999103546142
92ede7dc-6e3a-4b6e-ab4f-b1e5d9bdad6e,7,3,2,5,2,1,10,1536,7,7,0.0024006843566894
62cfc08f-049e-4b5a-84a4-6f16af5eae0d,6,2,6,0,0,3,44,192,6,6,0.0018003940582275
a5332429-0994-4450-8f9f-21368d8cfc80,3,1,2,1,1,1,184,21600,3,3,0.0028002738952636
40fd1398-16b9-4cf5-bede-6f7068974ff6,6,3,0,6,1,1,49,6912,6,6,0.0024007320404052
cbe4f14a-daae-4d94-80fc-f7d7c74eb462,8,1,3,5,2,1,123,12288,8,8,0.0101921081542968
8d6ef14c-e6ba-446f-b7ea-76a79fadda44,5,2,5,0,2,0,54,27744,5,5,0.0027999877929687
4ade1341-7024-4449-a584-5ef1fa092f68,6,1,3,3,0,2,79,2904768,6,6,0.1585736274719238
dbcd031f-05a1-4cc4-ba18-8ee83c4fbd24,3,2,0,3,0,2,31,98304,3,3,0.0106002330780029
4963ead4-6bde-46f5-8957-21b26a15978f,5,3,2,3,2,0,25,6144,5,5,0.0019990444183349
27fc0e3c-ba2d-4f3b-9fa2-ebcfd9bfd0c0,3,1,1,2,0,2,229,864,3,3,0.0015998840332031
2985693e-155b-4551-8ca1-5e416bc6ada7,5,3,2,3,0,2,50,96,5,5,0.0011997699737548
3bd76ffd-c768-4e24-8e23-04a84dfc91cd,5,1,1,4,1,2,232,96,5,5,0.0020003318786621
f7277dd8-53fa-445a-be62-a875b743a5b0,6,2,3,3,0,2,61,3072,6,6,0.0035996437072753
e9c36c33-2ae2-4adb-b9b0-a52390dbe8d6,3,3,2,1,1,1,32,6144,3,3,0.0018006324768066
846dac2e-86ef-45ac-a8f5-a1136d73d4a4,4,3,1,3,1,1,51,1728,4,4,0.0020003318786621
8bfb9524-595f-46ee-87c1-3716fea9e593,3,3,1,2,0,2,25,23064,3,3,0.0042007446289062
89299eb3-2ed0-4a9d-ac38-c1083399d826,5,3,0,5,3,0,53,2400,5,5,0.0027996063232421
8a19d210-c311-4ed2-b9ab-10d4fddde2a5,4,1,2,2,1,2,169,12288,4,4,0.0047994136810302
74c31720-df56-44a9-84c7-bd9744ef8589,3,3,3,0,0,2,45,95256,3,3,0.0084008693695068
5b652e9f-d09b-456a-b574-16101515a768,5,2,0,5,1,1,146,21600,5,5,0.0100000381469726
09ad5275-09e0-4365-947e-1d65f6d7daef,4,3,0,4,0,2,25,12288,4,4,0.0051997661590576
c39ede5f-13e9-46ba-856e-c1ebff3a098f,7,1,5,2,2,1,134,24576,7,7,0.0202001094818115
e33edd8a-1fd1-41f1-999c-d87dcf2dcfbe,4,1,1,3,0,2,273,49152,4,4,0.0098003387451171
da267069-22f9-4f61-a7bd-6826c006f81e,3,3,0,3,2,0,8,5400,3,3,0.0019994735717773
3a883b25-9fbc-4e8b-ac4a-691973a91a34,3,1,1,2,1,1,241,24576,3,3,0.0042015075683593
c0d58c9b-a847-4c71-ab02-3a3ff0f2a59b,8,1,0,8,2,1,120,3072,8,8,0.0035999298095703
f7cd3f3b-a9ad-44d0-a92e-e60338fc4eb9,7,3,2,5,1,2,49,3456,7,7,0.003200340270996
789b04e6-dee5-40f2-91b5-0a005905d812,4,1,1,3,1,1,213,768,4,4,0.0010000228881835
576c4160-7899-4e27-95bb-0b9d26967999,5,3,3,2,2,1,22,6144,5,5,0.0015996932983398
6603bf06-ba03-4985-8089-58bfee06b111,5,2,0,5,0,2,112,864,5,5,0.002000617980957
d5889530-08a2-43da-aefc-94578487960c,6,2,5,1,3,0,130,150528,6,6,0.0205960750579833
dcc429ff-1e61-463d-a650-54fa053a11d3,6,3,4,2,3,0,33,768,6,6,0.0023996829986572
7c51d3b2-ac3e-47f2-b0aa-bee559c3fd1f,5,3,2,3,0,2,50,21600,5,5,0.0108078479766845
f03e0a3d-3e79-472c-ab03-5a3245fe334b,5,2,0,5,2,0,88,92256,5,5,0.0076005935668945
1e66608f-2b2f-47c5-aaf1-5a4d2291e59e,2,1,1,1,0,2,264,11532,2,2,0.0031946182250976
480aacf4-782f-4d9e-bd09-20e0f1f0beff,4,1,1,3,1,1,240,40368,4,4,0.0043994903564453
f563a9b1-939e-45b9-9683-ac25e99d777a,4,1,0,4,1,1,85,2352,4,4,0.0015998840332031
3c26c03a-2ce8-4de7-9097-1aff91ac00a0,5,3,3,2,0,3,32,24576,5,5,0.0046005725860595
2e475b1c-abf2-4dad-93ce-5685e460e7b7,3,1,2,1,2,0,228,1536,3,3,0.0007999897003173
751ece43-453d-493b-be0b-d9c854c6ab9d,4,1,2,2,1,1,133,12288,4,4,0.0017992973327636
39312443-54f1-4577-b09f-a87eebde653a,6,1,3,3,1,1,300,192,6,6,0.0013999938964843
6af6892c-f381-4c08-96d9-6ffcad0feeec,4,3,1,3,1,1,41,17328,4,4,0.0024002075195312
7c27befa-3a48-45be-b65a-e9d241ed59cc,6,3,6,0,1,2,20,12288,6,6,0.0049997806549072
6e1f7f2f-cc7d-4e51-9aa2-63976d8fe09a,8,3,3,5,2,1,48,6912,8,8,0.0080002784729003
f418064c-eac4-49da-8c34-5617d64fbb96,5,3,2,3,2,1,62,27744,5,5,0.004200267791748
4ec2edc0-1bc7-4a0d-a7bd-d801297c8e5b,5,2,3,2,2,0,65,18816,5,5,0.0032003879547119
9b06afd7-d396-43aa-b99f-8202d0e7dc3b,3,1,0,3,2,1,229,23064,3,3,0.0061999320983886
e5838e95-9ed4-4169-abc2-345482a528f8,7,1,5,2,0,3,204,9600,7,7,0.013600730895996
5e7c1bbb-fa73-4e85-9342-762c2a149178,7,1,4,3,2,1,128,18816,7,7,0.007001256942749
d724ccee-eee7-4bfa-a338-e2213766e368,6,3,0,6,0,2,33,150528,6,6,0.023000144958496
a845e16d-9d89-44fd-bbc1-326cec5d8567,6,2,3,3,1,1,43,37632,6,6,0.0076058387756347
d380dae2-0fe1-4af4-834d-7ba0596dbed8,4,2,0,4,1,1,84,1200,4,4,0.0013999462127685
a2c8cbea-9e7c-4931-8ebf-e6fdddf18e39,8,3,8,0,1,2,25,6912,8,8,0.0098074436187744
463cf107-bfac-4fc1-b5d9-4818865a6745,5,2,3,2,2,1,95,1536,5,5,0.0026001930236816
c964b0d3-4eba-4a28-85ec-dd5f8df69976,5,3,5,0,1,1,47,6144,5,5,0.0030014038085937
e332a1cc-e13e-4398-a6db-2f55ae0f851a,7,2,2,5,3,0,25,1536,7,7,0.0038006782531738
9692a027-6b72-4b73-94ff-f423023d525b,2,3,1,1,1,1,28,13068,2,2,0.0020001411437988
b428efd2-2b95-430f-9708-9300587c1717,4,2,1,3,2,1,100,432,4,4,0.0021997451782226
daff2502-e1e3-4ae2-8b24-bc8b50ce95f0,5,3,4,1,3,0,15,18816,5,5,0.0032000064849853
ecf3fabf-cd34-4de7-8a8b-c988e32bbc71,8,1,2,6,3,0,43,768,8,8,0.002599811553955
37d9bca7-05ca-4642-802c-39439c586b21,4,3,4,0,1,1,15,43200,4,4,0.004599905014038
a6a7489e-d619-44d0-9529-d3b5f28938dd,4,3,1,3,1,2,7,432,4,4,0.0014002323150634
143440ff-e5a9-4a1d-a901-e7bcc23d37e8,4,1,2,2,2,0,87,768,4,4,0.0010000228881835
d358d324-b64a-4799-ad86-c6be10d4e8df,5,3,4,1,1,2,58,4704,5,5,0.0022005081176757
23d9cc1c-2fe4-418c-9fe1-12c147a2e04b,5,2,2,3,0,2,57,3456,5,5,0.0042002201080322
c113e635-51c1-40dd-a6eb-21e725943497,7,1,5,2,1,2,276,6144,7,7,0.0052002429962158
f7c51e63-d64f-4c3e-b725-9a69c60fca98,4,2,3,1,0,3,118,1200,4,4,0.0027999401092529
02aa14ef-fa8b-41cd-9625-e26e4a8c68fb,5,2,5,0,1,2,125,384,5,5,0.0023998260498046
